,portfolio,date
686,18799.104788234807,2019-09-25
687,18741.07544414772,2019-09-26
688,18680.461702839875,2019-09-27
689,18690.609751241736,2019-09-30
690,18636.699122220136,2019-10-01
691,18209.606463155338,2019-10-02
692,18453.45254540808,2019-10-03
693,18790.458246014394,2019-10-04
694,18873.343950740982,2019-10-07
695,18704.912335695462,2019-10-08
696,18821.494322300012,2019-10-09
697,19030.373121918812,2019-10-10
698,19337.098958859122,2019-10-11
699,19439.007634084133,2019-10-14
700,19567.273213792258,2019-10-15
701,19439.504089773884,2019-10-16
702,19503.47714954359,2019-10-17
703,19436.729397094794,2019-10-18
704,19567.06792560703,2019-10-21
705,19676.50626208644,2019-10-22
706,19625.12873601672,2019-10-23
707,19628.372661034693,2019-10-24
708,19695.547734135504,2019-10-25
709,19850.59716260319,2019-10-28
710,19953.16791956388,2019-10-29
711,20054.61067007437,2019-10-30
712,20233.606001853568,2019-10-31
713,20701.791828999834,2019-11-01
714,20670.046966199727,2019-11-04
715,20691.01456739521,2019-11-05
716,20709.672964008565,2019-11-06
717,20929.938112027594,2019-11-07
718,21072.02460871712,2019-11-08
719,21080.160808185952,2019-11-11
720,21122.2935158593,2019-11-12
721,21283.074964102747,2019-11-13
722,21232.89425748167,2019-11-14
723,21451.03281187046,2019-11-15
724,21421.75315144511,2019-11-18
725,21436.037142101202,2019-11-19
726,21399.533627578257,2019-11-20
727,21446.814661007105,2019-11-21
728,21571.639814903105,2019-11-22
729,21778.613122417624,2019-11-25
730,21761.822717197025,2019-11-26
731,21837.259585762473,2019-11-27
732,21810.261041325997,2019-11-29
733,21581.76022139453,2019-12-02
734,21315.585809825694,2019-12-03
735,21408.546810011478,2019-12-04
736,21530.71352020589,2019-12-05
737,21904.567041115282,2019-12-06
738,21721.52158528826,2019-12-09
739,21772.580365180613,2019-12-10
740,21843.023881073506,2019-12-11
741,22089.92237000452,2019-12-12
742,22186.97660536534,2019-12-13
743,22376.93352683672,2019-12-16
744,22491.040778935723,2019-12-17
745,22433.79339005396,2019-12-18
746,22504.13037597618,2019-12-19
747,22517.017663326766,2019-12-20
748,22618.32575423138,2019-12-23
749,22639.861692609553,2019-12-24
750,22870.252627775542,2019-12-26
751,22866.089636598837,2019-12-27
752,22778.487686876393,2019-12-30
753,22872.307545637865,2019-12-31
754,23263.520615580754,2020-01-02
755,23054.391003112833,2020-01-03
756,23257.320805467625,2020-01-06
757,23243.732803032675,2020-01-07
758,23469.90894624387,2020-01-08
759,23773.03613487904,2020-01-09
760,23710.068581714913,2020-01-10
761,24021.535698560358,2020-01-13
762,23882.782092338308,2020-01-14
763,23807.045245215497,2020-01-15
764,24074.6610291938,2020-01-16
765,24164.033579148057,2020-01-17
766,24053.93176914469,2020-01-21
767,23934.077596829364,2020-01-22
768,24052.212931091362,2020-01-23
769,23922.831035316085,2020-01-24
770,23387.657355214167,2020-01-27
771,23814.97566645156,2020-01-28
772,24002.55788367059,2020-01-29
773,24066.613515945137,2020-01-30
