,portfolio,date
679,14805.34545166405,2019-09-16
680,14904.667011061498,2019-09-17
681,14912.025075913329,2019-09-18
682,14837.710620757038,2019-09-19
683,14739.880628771823,2019-09-20
684,14828.433156721521,2019-09-23
685,14755.494541549617,2019-09-24
686,14867.422235093958,2019-09-25
687,14811.651793509598,2019-09-26
688,14755.336857017204,2019-09-27
689,14843.76125018927,2019-09-30
690,14818.00211707378,2019-10-01
691,14460.856770663724,2019-10-02
692,14634.038552971499,2019-10-03
693,14931.030724797729,2019-10-04
694,14968.629032194249,2019-10-07
695,14837.223547370035,2019-10-08
696,14956.099064513615,2019-10-09
697,15132.135300244541,2019-10-10
698,15384.211740312427,2019-10-11
699,15427.013241470502,2019-10-14
700,15489.045220569817,2019-10-15
701,15415.07294821523,2019-10-16
702,15468.707850877658,2019-10-17
703,15395.663977960845,2019-10-18
704,15563.859270400846,2019-10-21
705,15583.617716238716,2019-10-22
706,15607.681666912376,2019-10-23
707,15625.241926804427,2019-10-24
708,15722.70134317769,2019-10-25
709,15859.281910524849,2019-10-28
710,15756.686153087656,2019-10-29
711,15817.797569596893,2019-10-30
712,16028.308751124336,2019-10-31
713,16390.479136516326,2019-11-01
714,16399.764793349506,2019-11-04
715,16455.06875975076,2019-11-05
716,16438.729848613828,2019-11-06
717,16621.16318375235,2019-11-07
718,16710.703294337014,2019-11-08
719,16849.086876713747,2019-11-11
720,16837.095571214853,2019-11-12
721,16892.227874751883,2019-11-13
722,16833.59090742157,2019-11-14
723,17000.156390923632,2019-11-15
724,17035.077576041793,2019-11-18
725,16928.401041286867,2019-11-19
726,16771.629650617037,2019-11-20
727,16711.706154186923,2019-11-21
728,16740.093234089338,2019-11-22
729,16964.647365449113,2019-11-25
730,16893.485101716637,2019-11-26
731,16970.448178916926,2019-11-27
732,16919.155227964708,2019-11-29
733,16705.69697792731,2019-12-02
734,16447.98316567926,2019-12-03
735,16566.351521835,2019-12-04
736,16716.617687243397,2019-12-05
737,16971.117170729678,2019-12-06
738,16815.264109777803,2019-12-09
739,16886.685480408385,2019-12-10
740,16995.627089200167,2019-12-11
741,17122.365269101498,2019-12-12
742,17264.590034843695,2019-12-13
743,17439.658769847498,2019-12-16
744,17506.02775519927,2019-12-17
745,17486.058277260792,2019-12-18
746,17486.675703617562,2019-12-19
747,17521.05143633638,2019-12-20
748,17693.549255412327,2019-12-23
749,17687.855402852903,2019-12-24
750,17917.063516457096,2019-12-26
751,17908.755694554107,2019-12-27
